pclass,survived,sex,age,sibsp,parch,fare,cabin,embarked
3,0,female,45.0,1,4,27.9,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,8.6625,N,S
3,0,male,29.813199137104508,0,0,7.75,N,Q
3,1,female,29.813199137104508,0,0,7.7333,N,Q
3,0,male,19.0,0,0,7.65,F,S
3,0,male,30.0,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,32.0,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,33.0,0,0,8.6625,N,C
3,1,female,23.0,0,0,7.55,N,S
3,0,male,21.0,0,0,8.05,N,S
3,0,male,19.0,0,0,7.8958,N,S
3,0,female,22.0,0,0,9.8375,N,S
3,1,male,31.0,0,0,7.925,N,S
3,0,male,27.0,0,0,8.6625,N,S
3,0,female,2.0,0,1,10.4625,G6,S
3,0,female,29.0,1,1,10.4625,G6,S
3,1,male,16.0,0,0,8.05,N,S
3,1,male,44.0,0,0,7.925,N,S
3,0,male,25.0,0,0,7.05,N,S
3,0,male,74.0,0,0,7.775,N,S
3,1,male,14.0,0,0,9.225,N,S
3,0,male,24.0,0,0,7.7958,N,S
3,1,male,25.0,0,0,7.7958,N,S
3,0,male,34.0,0,0,8.05,N,S
3,1,male,0.4167,0,1,8.5167,N,C
3,0,male,29.813199137104508,1,0,6.4375,N,C
3,0,male,29.813199137104508,0,0,6.4375,N,C
3,0,male,29.813199137104508,0,0,7.225,N,C
3,1,female,16.0,1,1,8.5167,N,C
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,29.813199137104508,1,0,16.1,N,S
3,1,female,29.813199137104508,1,0,16.1,N,S
3,0,male,32.0,0,0,7.925,N,S
3,0,male,29.813199137104508,0,0,7.75,F38,Q
3,0,male,29.813199137104508,0,0,7.8958,N,S
3,0,male,30.5,0,0,8.05,N,S
3,0,male,44.0,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,1,male,25.0,0,0,0,N,S
3,0,male,29.813199137104508,0,0,7.2292,N,C
3,1,male,7.0,1,1,15.2458,N,C
3,1,female,9.0,1,1,15.2458,N,C
3,1,female,29.0,0,2,15.2458,N,C
3,0,male,36.0,0,0,7.8958,N,S
3,1,female,18.0,0,0,9.8417,N,S
3,1,female,63.0,0,0,9.5875,N,S
3,0,male,29.813199137104508,1,1,14.5,N,S
3,0,male,11.5,1,1,14.5,N,S
3,0,male,40.5,0,2,14.5,N,S
3,0,female,10.0,0,2,24.15,N,S
3,0,male,36.0,1,1,24.15,N,S
3,0,female,30.0,1,1,24.15,N,S
3,0,male,29.813199137104508,0,0,9.5,N,S
3,0,male,33.0,0,0,9.5,N,S
3,0,male,28.0,0,0,9.5,N,S
3,0,male,28.0,0,0,9.5,N,S
3,0,male,47.0,0,0,9,N,S
3,0,female,18.0,2,0,18,N,S
3,0,male,31.0,3,0,18,N,S
3,0,male,16.0,2,0,18,N,S
3,0,female,31.0,1,0,18,N,S
3,1,male,22.0,0,0,7.225,N,C
3,0,male,20.0,0,0,7.8542,N,S
3,0,female,14.0,0,0,7.8542,N,S
3,0,male,22.0,0,0,7.8958,N,S
3,0,male,22.0,0,0,9,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,29.813199137104508,0,0,7.55,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,32.5,0,0,9.5,N,S
3,1,female,38.0,0,0,7.2292,N,C
3,0,male,51.0,0,0,7.75,N,S
3,0,male,18.0,1,0,6.4958,N,S
3,0,male,21.0,1,0,6.4958,N,S
3,1,female,47.0,1,0,7,N,S
3,0,male,29.813199137104508,0,0,8.7125,N,S
3,0,male,29.813199137104508,0,0,7.55,N,S
3,0,male,29.813199137104508,0,0,8.05,N,S
3,0,male,28.5,0,0,16.1,N,S
3,0,male,21.0,0,0,7.25,N,S
3,0,male,27.0,0,0,8.6625,N,S
3,0,male,29.813199137104508,0,0,7.25,N,S
3,0,male,36.0,0,0,9.5,N,S
3,0,male,27.0,1,0,14.4542,N,C
3,1,female,15.0,1,0,14.4542,N,C
3,0,male,45.5,0,0,7.225,N,C
3,0,male,29.813199137104508,0,0,7.225,N,C
3,0,male,29.813199137104508,0,0,14.4583,N,C
3,0,female,14.5,1,0,14.4542,N,C
3,0,female,29.813199137104508,1,0,14.4542,N,C
3,0,male,26.5,0,0,7.225,N,C
3,0,male,27.0,0,0,7.225,N,C
3,0,male,29.0,0,0,7.875,N,S
